lks1db_3at.dcd,1379876
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
Mg2.lib,1073
a214ca753bb715fb7a2f192ddc2a9771.pdb,0
a214ca753bb715fb7a2f192ddc2a9771.pdb,62019
786747b830ad367baa67d6415de46aa5.pdb,0
786747b830ad367baa67d6415de46aa5.pdb,92718
786747b830ad367baa67d6415de46aa5.pdb,0
786747b830ad367baa67d6415de46aa5.pdb,92718
786747b830ad367baa67d6415de46aa5.pdb,0
b4ebbc54d157c601ca964fdd2dd3a25a.pdb,20713
e80c5a11eb4effddbc385a795b262848.pdb,20713
ded5e74829119d2e0a5f1cad94494bf3.pdb,20713
e2ef08ceb14744ab2e44af4cebf97151.pdb,20713
228aaac3bf3a29259e514060dcc05795.pdb,20713
ccdfc8b248303f1094d008198fd29bfc.pdb,20713
786747b830ad367baa67d6415de46aa5.pdb,92718
786747b830ad367baa67d6415de46aa5.pdb,0
786747b830ad367baa67d6415de46aa5.pdb,92718
786747b830ad367baa67d6415de46aa5.pdb,0
786747b830ad367baa67d6415de46aa5.pdb,92718
d8323cfa0ce4b3baf317e614201fc3c7.dcd,276
d8323cfa0ce4b3baf317e614201fc3c7.pdb,92718
d8323cfa0ce4b3baf317e614201fc3c7.dcd,276
d8323cfa0ce4b3baf317e614201fc3c7.pdb,92718
d8323cfa0ce4b3baf317e614201fc3c7.dcd,276
d8323cfa0ce4b3baf317e614201fc3c7.pdb,92718
d8323cfa0ce4b3baf317e614201fc3c7.dcd,276
d8323cfa0ce4b3baf317e614201fc3c7.pdb,92718
d8323cfa0ce4b3baf317e614201fc3c7.dcd,276
d8323cfa0ce4b3baf317e614201fc3c7.pdb,92718
786747b830ad367baa67d6415de46aa5.pdb,0
786747b830ad367baa67d6415de46aa5.pdb,92718
fbb42d82e232c97b07433a2d3e131be5.dcd,276
fbb42d82e232c97b07433a2d3e131be5.pdb,92718
a3df2fa30483b1fb930a2cbaf72146b1.pdb,0
a3df2fa30483b1fb930a2cbaf72146b1.pdb,92718
786747b830ad367baa67d6415de46aa5_multi.pdb,0
786747b830ad367baa67d6415de46aa5.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
0dda5695e7af010fc40c0f59b75e7638_multi.pdb,925696
0dda5695e7af010fc40c0f59b75e7638.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
07c3f07ff646f1294ac551621c8b27cb.dcd,276196
07c3f07ff646f1294ac551621c8b27cb.pdb,92718
f9c4ca02aacf82b59690c2822e03aa8b_multi.pdb,1851392
f9c4ca02aacf82b59690c2822e03aa8b.pdb,92718
5dfdc2b956f4ae4c5da3d267493f8dce.xtc,86016
5dfdc2b956f4ae4c5da3d267493f8dce.pdb,92718
932fa0991d357b317e76f9b89d1ffe98.trr,274432
932fa0991d357b317e76f9b89d1ffe98.pdb,92718
5c41c33c0df8490ac1e0b6a8c59abe79.gro,51554
5c41c33c0df8490ac1e0b6a8c59abe79.pdb,92718
07c3f07ff646f1294ac551621c8b27cb.dcd,276196
07c3f07ff646f1294ac551621c8b27cb.pdb,92718
5dfdc2b956f4ae4c5da3d267493f8dce.xtc,86016
5dfdc2b956f4ae4c5da3d267493f8dce.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
5c41c33c0df8490ac1e0b6a8c59abe79.gro,51554
5c41c33c0df8490ac1e0b6a8c59abe79.pdb,92718
5c41c33c0df8490ac1e0b6a8c59abe79.gro,51554
5c41c33c0df8490ac1e0b6a8c59abe79.pdb,92718
5dfdc2b956f4ae4c5da3d267493f8dce.xtc,86016
5dfdc2b956f4ae4c5da3d267493f8dce.pdb,92718
5dfdc2b956f4ae4c5da3d267493f8dce.xtc,86016
5dfdc2b956f4ae4c5da3d267493f8dce.pdb,92718
932fa0991d357b317e76f9b89d1ffe98.trr,274432
932fa0991d357b317e76f9b89d1ffe98.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
86e10fa020d2e363cfef4e1f202d702a.dcd,1379876
86e10fa020d2e363cfef4e1f202d702a.pdb,92718
4364cb954045ce8574e77309152144f6.dcd,138236
4364cb954045ce8574e77309152144f6.pdb,92718
ed86f6f30c426be5d636663764d939a8.dcd,78596
ed86f6f30c426be5d636663764d939a8.pdb,52461
d315a2b2c7ef4ed0446acee271e1772d.dcd,92756
d315a2b2c7ef4ed0446acee271e1772d.pdb,62019
d315a2b2c7ef4ed0446acee271e1772d.dcd,92756
d315a2b2c7ef4ed0446acee271e1772d.pdb,62019
d315a2b2c7ef4ed0446acee271e1772d.dcd,92756
d315a2b2c7ef4ed0446acee271e1772d.pdb,62019
d315a2b2c7ef4ed0446acee271e1772d.dcd,92756
d315a2b2c7ef4ed0446acee271e1772d.pdb,62019
efa61a61b17d2ab00c6c61019ccff886.dcd,172516
efa61a61b17d2ab00c6c61019ccff886.pdb,57726
833fd6a66a2484cf89087068f88bba1e.dcd,24256276
833fd6a66a2484cf89087068f88bba1e.pdb,327051
00f7dc0b3cde2508eadb12d84f743312.dcd,1617316
00f7dc0b3cde2508eadb12d84f743312.pdb,545346
00f7dc0b3cde2508eadb12d84f743312.dcd,1617316
00f7dc0b3cde2508eadb12d84f743312.pdb,545346
00f7dc0b3cde2508eadb12d84f743312.dcd,1617316
00f7dc0b3cde2508eadb12d84f743312.pdb,545346
72b8482e2c9b0a837b554bcd70269b32.dcd,2308276
72b8482e2c9b0a837b554bcd70269b32.pdb,30753
0df26f690ee9e4239e3820ee382490e9.dcd,172516
0df26f690ee9e4239e3820ee382490e9.pdb,57726
4d8a3b0c739a85403ba964c51c845d70.dcd,189556
4d8a3b0c739a85403ba964c51c845d70.pdb,63477
4d8a3b0c739a85403ba964c51c845d70.dcd,189556
4d8a3b0c739a85403ba964c51c845d70.pdb,63477
4d8a3b0c739a85403ba964c51c845d70.dcd,189556
4d8a3b0c739a85403ba964c51c845d70.pdb,63477
f688816b170dc53335003547b9007a2f.dcd,919076
f688816b170dc53335003547b9007a2f.pdb,61614
1f470496efe30da69a10928e21af0a7a.dcd,184036
1f470496efe30da69a10928e21af0a7a.pdb,61614
1f470496efe30da69a10928e21af0a7a.dcd,184036
1f470496efe30da69a10928e21af0a7a.pdb,61614
98c1441fdcbab48f5068a635618c63eb_multi.pdb,1269760
98c1441fdcbab48f5068a635618c63eb.pdb,63477
